fips,hh_size,hh_income,cost_housing,n_vehicles,hh_share_nonwhite,i_renter,i_moved,i_foodstamp,i_smartphone,i_internet,time_commuting
06059,2,9.8,1200,2,0,0,0,0,1,1,40
36000,2,4.5,540,2,0.5,0,1,0,1,1,30
12011,4,13.9,1300,1,0,0,1,0,1,1,7.5
04025,4,17.5,1400,3,0,0,0,0,1,1,30
01097,6,6.5,600,2,0,1,0,0,1,1,10
26163,5,8.6,1900,2,0,0,0,0,1,1,12
06059,3,5.95,1700,1,1,1,0,0,1,1,73.33333333333333
36000,3,4.6,790,2,0,0,0,0,1,1,26.666666666666668
13067,4,12.6,1600,2,0.25,0,0,0,1,1,22.5
25000,1,2.5,700,1,0,0,0,0,1,1,30
17000,6,3.183,1500,2,0,0,1,1,1,1,3.3333333333333335
12057,1,0.81,700,1,1,1,0,0,1,1,50
17019,5,1.4,850,1,1,1,1,1,1,1,4
12105,1,4.635,480,1,0,0,0,0,0,1,60
48201,3,9.38,1400,3,0,1,0,0,1,1,40
42003,5,9.29,1100,3,0,0,0,0,1,1,8
39049,2,18.5,1000,1,0.5,1,0,0,1,1,15
24031,4,10.3,1600,2,1,0,0,0,1,1,66
36000,2,7,1200,2,0,0,1,0,1,1,110
29510,1,4,1100,1,0,1,1,0,1,1,20
20091,5,14,1300,3,0,0,0,0,1,1,18
36081,4,5.7,1200,1,1,1,0,0,1,1,27.5
10003,4,47.6,3000,2,0,0,0,0,1,1,10
45051,3,3.88,720,2,1,0,0,0,1,1,13.333333333333334
09003,1,21.5,1400,1,0,1,0,0,1,1,80
41047,2,12.15,1600,2,0,0,0,0,0,1,50
29095,2,26.15,3900,2,0.5,0,0,0,1,1,55
36000,5,1.75,1100,1,0.8,1,0,0,1,1,10
26163,4,13.18,1200,3,0,0,0,0,1,1,30
08000,5,29.34,1700,4,0.6,0,0,0,1,1,36
36055,1,4.7,210,1,0,0,0,0,1,1,40
51000,4,8.31,530,2,1,1,0,1,1,1,17.5
17097,2,20.4,1200,2,0,0,1,0,1,1,30
19000,4,2.95,320,3,0,0,0,0,1,1,17.5
39035,1,6,640,1,0,0,0,0,1,1,80
36081,2,5,1600,0,0,1,1,0,1,0,60
37051,2,13.435,1100,2,0,0,0,0,1,1,13
36000,3,11.5,600,2,0,0,0,0,1,1,36.666666666666664
42091,1,3.6,980,1,0,1,0,0,1,1,90
12101,2,7.29,1700,2,0,0,0,0,1,1,25
22071,3,4,900,1,1,0,0,0,1,1,50
20045,5,9.55,980,3,0,0,0,0,1,1,9.2
25000,3,33.8,2900,2,0,0,0,0,1,1,19.333333333333332
54000,4,14.23,1300,2,0,0,0,0,1,1,25
26000,4,8.4,930,2,0,0,0,0,1,1,8.5
29000,4,6.533,1200,3,0,0,1,0,1,1,11.5
25000,3,14.7,1000,2,0,0,0,0,1,1,26.666666666666668
34027,1,0.07,2500,1,0,0,0,0,1,1,50
32003,2,9,1300,2,0,1,1,0,1,1,30
15003,1,0.5,650,0,1,0,0,0,1,1,60
48439,4,8.78,1000,2,0,0,0,0,1,1,40
12111,5,10.692,1000,2,0,0,0,0,1,1,24
39000,4,14.5,1600,6,0,0,0,0,1,1,55
06037,5,11.52,1000,5,1,0,0,0,1,1,30
25000,5,12.4,1400,4,0,0,0,0,1,1,20
06059,5,12.2,2400,2,0,1,0,0,1,1,12
42029,1,5.9,800,1,0,0,0,0,1,1,180
23000,4,9.7,1300,3,0,0,0,0,1,1,2.5
17019,2,5.8,700,1,1,1,0,1,1,1,35
22103,3,10.13,1300,3,0,0,0,0,1,1,26.666666666666668
38000,2,6.83,1200,2,0,0,0,0,1,1,11
24031,1,7,2000,1,0,1,0,0,1,1,90
06073,2,6,1500,1,0.5,1,0,0,1,1,60
39000,4,6.55,1400,3,0,0,0,0,1,1,27.5
34021,2,13.5,740,2,0,0,0,0,1,1,30
48183,6,3.5,790,2,0,0,0,0,1,1,10
16019,2,3.53,350,2,0.5,1,0,0,1,1,28
48453,1,4,890,1,0,1,0,0,1,1,40
49011,4,6.63,1400,2,0,0,1,0,1,1,69
39113,2,5.25,850,2,0,1,1,0,1,1,22
12101,2,47.6,5200,6,1,0,0,1,1,1,40
24013,7,4,700,1,0,0,0,0,1,1,0.5714285714285714
48000,2,4.71,750,3,0.5,0,0,1,1,1,85
36000,1,4.2,500,1,0,1,1,0,1,1,36
42003,1,4.6,690,0,0,1,0,0,0,1,60
12011,4,51.3,3200,4,1,0,0,0,1,1,20
06037,2,9.3,1400,1,0,0,0,0,1,1,25
34003,1,4.13,500,1,0,0,0,0,0,1,30
42000,4,15.8,1500,2,0,0,0,0,1,1,18.5
26163,3,13.52,530,3,0,0,0,0,1,1,23.333333333333332
26000,3,8.4,780,2,0,0,0,0,1,1,8.666666666666666
19013,7,9.98,2100,6,0,0,0,0,1,1,13.714285714285714
34015,4,14.9,700,4,0,0,0,0,1,1,85
36000,1,5.4,1100,1,0,0,0,0,1,0,40
06031,5,5.4,900,2,0,1,0,1,1,1,6
06000,2,7.2,1800,2,0,0,0,0,1,1,80
36000,3,8.984,320,2,0,0,0,0,1,1,36.666666666666664
29510,1,5.4,880,1,1,1,0,0,1,1,12
04013,1,6,1300,1,0,0,1,0,1,1,40
19000,3,11.2,580,3,0,0,0,0,1,1,44
18000,4,9.87,600,4,0,0,0,0,1,1,28.5
06001,2,19.5,3300,1,0,0,0,0,1,1,120
34025,4,9.7,1800,2,0,0,0,0,1,1,11
17163,2,3.8,360,2,0,0,1,0,1,1,60
12011,2,4.4,2100,1,0,0,0,0,1,1,30
17043,4,20.78,3400,2,1,0,0,0,1,1,27.5
12031,3,4.64,540,2,1,0,0,0,1,0,11.333333333333334
26099,2,0.73,320,0,0,1,0,0,1,1,7
04013,2,5.507,400,2,0,0,0,0,1,1,50
10003,1,8.4,910,1,0,0,0,0,1,1,60
39000,1,1.5,650,1,1,1,0,0,1,1,30
42000,4,8.42,1000,2,0,1,0,0,1,1,10
41067,2,12.06,2100,1,0,1,0,0,1,1,20
36047,1,16.9,3300,0,0,1,0,0,1,1,60
25000,2,10.5,100,2,0,0,0,0,1,1,80
12000,5,3,780,1,0,0,0,1,1,1,24
36001,1,5.9,1100,1,0,1,0,0,1,1,30
28047,4,3,950,1,1,1,0,0,1,1,12.5
06113,2,11.5,1800,2,0,0,0,0,1,1,5
12057,1,47.6,5200,2,0,0,0,0,1,1,90
26000,7,8.81,900,3,0,0,0,0,1,1,12.857142857142858
19000,4,13.27,800,3,0,0,0,0,1,1,3.5
10003,5,13.69,1800,2,0,0,1,0,1,1,12
26000,3,7.5,430,2,0,0,0,0,1,1,10
37000,4,10.8,150,4,0,0,0,0,1,1,25.5
46000,4,9.95,500,2,0,0,0,0,1,1,45
15003,2,12,2100,2,1,0,0,0,1,1,55
24000,1,5.4,200,1,0,0,0,0,1,1,60
06083,2,4.78,2100,2,0,0,0,0,1,1,5
23000,3,0.26,1200,1,0,0,0,0,1,1,10
06037,2,12.43,1800,2,0.5,0,0,0,1,1,35
09005,2,14,2400,3,0,0,0,0,1,1,100
22000,4,0.55,800,1,1,1,0,0,1,0,10
48439,2,6.5,830,1,1,1,0,0,1,0,47
45000,2,8.8,250,2,0,0,0,0,1,1,10
48113,5,8.3,750,2,0,1,0,0,1,1,4.8
13117,1,11,1100,2,0,0,0,0,1,1,90
49011,6,12.15,2000,4,0,0,0,0,1,1,10
39000,1,3.92,300,3,0,0,0,0,0,0,100
51550,4,18.1,1600,5,1,0,0,0,1,1,26.5
06073,2,4.3,1100,2,0,1,0,0,1,1,45
17000,5,12,800,3,0,0,0,0,1,1,20
47187,2,10.95,1800,2,0,0,0,0,1,1,10
17043,3,1.6,1000,2,1,1,0,1,1,1,6.666666666666667
17097,4,13.5,900,3,0,0,0,0,1,1,27.5
06065,4,2.457,1500,3,0.5,0,0,0,1,1,70
12117,3,26.88,1600,3,0,0,0,0,1,1,31.333333333333332
36059,2,7.2,3100,5,0,0,0,0,1,1,15
12073,2,12.705,1300,2,1,0,0,0,1,1,60
56000,3,7.1,850,3,0,0,0,0,1,1,6.666666666666667
18091,1,5.8,580,1,0,0,0,0,1,1,40
09003,3,22.75,1200,3,0,0,0,0,1,1,20
37071,2,3.1,660,2,0,0,0,0,1,1,2
51000,3,31.9,2600,1,0,0,1,0,1,1,33.333333333333336
30000,4,18.95,1700,6,0,0,0,0,1,1,81.5
35000,4,0.14,80,2,1,1,0,1,1,0,15
54000,2,4.8,500,3,0,1,0,0,1,1,40
48201,4,1.79,750,1,1,1,0,0,1,0,22.5
12111,2,4.12,540,2,0,0,0,0,1,1,25
48439,2,13,600,2,0,0,0,0,1,1,30
12053,2,47.89,2400,2,1,0,0,0,1,1,40
26000,2,9.2,740,2,0,0,0,0,1,1,20
37000,2,7.5,700,2,0,1,0,0,1,0,152
42000,3,9.6,1200,3,0,0,0,0,1,1,26.666666666666668
18163,3,3.12,150,2,0,0,0,0,1,1,3.3333333333333335
34027,1,1.5,500,3,0,0,0,0,1,1,50
34000,1,7.5,900,1,0,1,0,0,1,1,50
12101,2,1.32,900,2,0,0,0,1,1,1,10
47000,2,2.2,600,1,0,1,0,1,1,1,8
42000,2,3.212,800,1,0,1,0,1,1,1,30
42043,2,17.4,1300,2,0,0,0,0,1,1,41
21000,8,29.4,3800,3,0,0,0,0,1,1,11.25
39035,1,1.9,790,1,0,1,0,0,1,0,20
48339,3,14.2,1600,2,0.6666666666666666,0,0,0,1,1,16.666666666666668
01000,3,11.32,1300,2,0,0,0,0,1,1,30
48201,1,1.04,550,1,0,1,1,0,0,0,60
06037,1,3.4,1300,1,1,1,0,0,1,1,80
55133,2,18.14,1200,2,0,0,0,0,1,1,50
36000,4,8.4,1600,4,0,0,0,0,1,1,30
12099,1,2.6,750,1,0,1,0,0,1,1,90
04013,2,7.23,2100,2,0,0,0,0,1,1,30
47157,3,15.4,1100,3,0,0,0,0,1,1,26.666666666666668
25000,5,15.005,2800,4,0,0,0,0,1,1,4
19000,3,1.9,1600,2,0,0,1,0,1,1,10
36000,4,7.97,2000,2,0,0,0,0,1,1,30
48029,2,12.4,1700,2,0,0,0,0,1,1,35
37000,4,5.4,1500,2,0.75,0,0,0,1,1,22.5
06073,2,13.23,980,2,0,0,0,0,1,1,120
06037,3,10,2000,2,0,0,0,0,1,1,40
39061,2,11,1300,3,0,1,1,0,1,1,30
36027,2,32.6,2300,2,1,1,0,0,1,1,95
09003,2,12.3,980,2,0,0,0,0,1,1,60
45000,2,12.862,1500,3,0,0,0,0,1,1,22
53033,2,10.5,1600,2,0.5,1,1,0,1,1,120
37119,2,2.2,1000,1,0,1,0,0,1,1,25
36103,3,3.9,1600,2,1,0,0,0,1,1,23.333333333333332
05000,3,5.47,1500,2,0.6666666666666666,0,0,0,1,1,23.333333333333332
24003,4,1.76,1300,1,1,1,0,0,1,1,30
12000,5,5.55,710,2,0,0,0,1,1,1,14
25000,1,5,650,2,0,0,0,0,1,1,90
26065,5,9,750,2,0,0,0,0,1,1,12.8
27000,1,7.5,620,3,0,0,0,0,1,1,120
42029,2,16.7,1500,2,0,0,0,0,1,1,20
06001,5,21.722,1700,4,0.2,0,1,0,1,1,54
06037,3,11.97,1300,2,1,0,0,0,0,1,36.666666666666664
13057,1,10.8,1900,2,0,0,1,0,1,1,60
55133,2,19.6,3800,4,0,0,0,0,1,1,55
31055,4,47.22,4100,3,0,0,0,0,1,1,5
48355,3,20,1100,2,0,0,0,0,1,1,10
30000,1,4,800,2,0,0,1,0,1,1,70
36047,2,3.7,920,0,1,1,0,0,0,1,138
20091,1,3.8,830,1,0,0,0,0,1,1,20
08000,1,7.1,840,1,0,1,0,0,0,0,40
47037,1,0.6,970,1,0,1,1,0,1,1,30
06059,3,44.1,2500,4,0,0,1,0,1,1,16.666666666666668
06037,4,3.12,1600,2,0,1,0,0,1,1,20
40109,2,6.8,600,2,0.5,0,0,0,1,1,15
47149,2,9.22,940,2,0,0,0,0,1,1,20
06013,4,16.1,2500,3,0,1,0,0,1,1,42.5
31109,2,6.71,560,2,0.5,1,0,0,1,1,75
30000,2,9.86,880,2,0,0,0,0,1,1,3
13135,5,5.2,1200,3,1,0,0,0,1,1,26.8
17000,4,12.5,310,4,0,0,0,0,1,1,40
26000,5,43.048,2500,3,0,0,0,0,1,1,68.8
06037,4,2.71,1500,1,0,1,0,0,0,1,5
04013,2,1.6,780,1,1,1,0,0,1,1,40
39000,2,12.8,710,2,0,0,0,0,1,1,25
25000,2,2.31,690,2,0,0,0,0,1,1,15
19103,4,9.22,1200,2,0,0,0,0,1,1,12.5
36081,2,7.2,2200,0,0,1,0,0,1,1,55
06001,1,12,2800,1,1,1,0,0,1,1,60
48245,4,6.9,480,2,1,0,0,1,1,1,12.5
17197,5,28,1600,5,0,0,1,0,1,1,42
05119,4,14.102,1900,3,0,0,0,0,1,1,37.5
06073,2,1.72,800,2,1,1,1,0,1,1,30
48085,4,25.1,1900,3,0,0,0,0,1,1,10
34025,1,15.002,2100,1,0,0,0,0,1,1,70
17043,1,8.2,1500,1,0,1,1,0,1,1,30
13117,6,4.4,600,1,0,1,0,0,1,1,0.3333333333333333
24000,1,3.9,1100,1,0,0,1,0,1,1,50
36000,2,3.5,750,2,0,1,1,0,1,1,4
21000,1,0.66,530,1,0,1,1,0,1,1,20
37183,2,4.46,950,1,1,1,1,0,1,1,55
29000,3,8.65,150,3,0,0,0,0,1,1,40
06095,2,4,1900,2,0,1,0,0,1,1,45
51700,1,9.7,100,2,0,0,0,0,1,1,20
25000,2,11.3,1000,3,0.5,0,0,0,1,1,35
37000,2,0.27,1800,2,0,0,0,0,1,1,45
45000,4,8.28,1100,2,0,0,1,0,1,1,7
56000,2,3.6,1500,2,0,0,0,0,1,1,50
48441,4,4.6,800,2,0,0,0,0,1,1,7.5
47000,1,2.6,950,1,0,1,0,0,1,1,10
51000,2,10,1900,2,0.5,1,1,0,1,1,65
37119,2,12.2,1400,1,0,1,0,0,1,1,20
51000,6,28.73,4300,4,1,0,1,0,1,1,38.333333333333336
53033,1,5.32,1700,1,0,1,1,0,1,1,60
21015,2,8.6,1000,2,0,1,1,0,1,1,60
53033,2,18,3400,2,0,0,0,0,1,1,72
13000,2,3,1100,1,1,1,1,0,1,1,15
12009,5,2.7,540,1,0,0,0,1,1,1,14
17031,1,9.04,2400,1,0,0,0,0,1,1,90
53000,3,16.9,1000,2,0,0,0,0,1,1,46.666666666666664
06037,3,8.2,1200,2,1,0,0,0,1,1,73.33333333333333
34003,3,10,1900,3,0,0,0,0,1,1,20
06037,4,6.1,1900,2,1,1,0,0,1,1,17.5
06065,4,11,2000,2,0,0,0,0,1,1,90.5
24031,2,10.7,950,2,1,0,0,0,1,1,65
21117,3,31.4,1700,2,0,0,0,0,1,1,16.666666666666668
49035,4,5.6,1200,2,0,0,0,0,1,1,6
36055,4,15.15,1400,2,0,0,1,0,1,1,12.5
44007,3,8,750,2,0,0,0,0,1,1,13.333333333333334
45051,1,2,600,1,0,1,0,0,1,1,30
06111,3,8,1400,2,0.6666666666666666,1,0,0,1,1,8
24031,2,4.7,1500,2,0,1,0,0,1,1,30
51000,2,19.3,1900,3,1,0,0,0,1,1,60
50000,4,11.2,1200,2,0,0,0,0,1,1,32.5
09001,4,10.8,2200,1,0,0,0,0,1,1,1.5
06037,5,6,1500,3,1,0,0,0,1,1,8
39041,3,55.2,2200,2,0,0,0,0,1,1,36.666666666666664
37000,4,12,1400,2,0,0,0,0,1,1,20
25000,7,10,1500,1,0,0,0,1,1,1,21.428571428571427
29189,5,45.3,3900,3,0,0,0,0,1,1,20
12000,2,25.4,3000,2,0,0,1,0,1,1,30
24005,2,6.69,1400,3,1,0,0,0,1,1,60
48121,5,12.28,2000,2,0,0,0,0,1,1,20
34019,4,17.51,1200,5,0,0,0,0,1,1,45
37000,5,10.93,1500,3,0.2,0,1,0,1,1,30
46000,2,4.27,1100,2,0,0,1,0,1,1,90
37000,2,1,390,2,1,1,1,0,1,1,45
12011,2,1.14,1400,1,1,1,0,0,1,1,30
41005,6,21.9,2400,4,0,0,0,0,1,1,21.666666666666668
53063,4,7.46,670,3,0,0,0,0,1,1,17.5
24017,2,2.88,1400,2,1,1,1,0,1,1,140
41000,1,6.58,1300,3,0,0,0,0,1,1,50
42133,3,4.07,500,2,1,0,0,0,0,1,16.666666666666668
53033,4,30.085,3100,3,0,0,0,0,1,1,17.5
32003,4,3.9,1000,2,1,1,0,0,1,1,45
48201,2,9,910,3,1,0,0,0,1,1,10
04005,3,9.73,1400,4,0,0,0,0,1,1,14.666666666666666
06071,4,8.97,780,4,0.75,0,0,0,1,1,42.5
29000,1,3.8,550,1,0,1,1,0,1,1,4
12031,2,59.8,1900,2,0,0,0,0,1,1,10
19000,2,13.9,680,2,0,1,0,0,1,1,40
06000,5,8.816,500,3,1,0,0,0,1,1,28
17031,5,5.24,750,2,0,1,0,0,1,1,38
06059,4,6.08,1600,2,0,1,0,0,1,1,25
53067,2,9.26,1400,2,0,1,1,0,1,1,55
06041,3,4.21,2400,1,0,1,0,0,1,1,33.333333333333336
06037,2,1.7,400,2,0,1,0,1,1,1,45
53000,1,4.8,930,1,0,1,0,0,1,1,30
42027,2,2.9,660,1,0,1,0,1,1,1,30
24033,1,6.5,1700,1,1,1,0,0,1,1,60
17000,6,1.4,400,2,0,1,0,0,1,1,16.666666666666668
53035,4,11.53,1100,4,0.75,0,0,1,1,0,30
34025,2,9.78,480,2,0,0,0,0,0,1,10
16000,3,5.2,550,3,0,0,0,0,1,1,20
23000,2,2.54,550,1,0.5,1,1,0,1,1,25
55025,1,7.5,1500,1,0,1,0,0,1,1,30
45000,3,6.4,720,5,1,0,0,0,1,1,26.666666666666668
12071,2,10,810,2,0,0,0,0,1,1,75
48423,2,2.45,630,2,1,1,0,0,1,1,10
12101,2,11.44,1100,2,0,0,0,0,1,1,62
29000,1,2.2,570,1,0,0,0,0,1,0,30
37135,4,42.3,2500,2,0,0,0,0,1,1,15
04027,6,2.12,700,1,0,1,0,0,0,0,33.333333333333336
48245,3,26.58,1500,2,0.3333333333333333,0,0,0,1,1,20
37001,3,8,560,3,0.6666666666666666,0,0,0,1,1,33.333333333333336
29095,1,4,880,1,0,1,1,0,1,1,100
16000,4,22,2700,3,0,0,1,0,1,1,20
48201,4,4.15,1000,0,1,1,1,1,0,1,80.5
29000,2,4,400,2,0,0,0,0,1,1,5
08000,2,2.6,1300,1,1,1,0,0,1,1,30
06087,1,6.5,1400,1,0,1,1,0,1,1,10
51760,2,4.07,780,3,1,0,0,0,0,1,10
06071,4,15.77,2500,3,1,0,0,0,1,1,37.5
39049,2,4.62,500,2,0,1,0,1,1,1,35
13000,5,19.71,1400,3,0,0,0,0,1,1,8
34023,6,26.49,3100,3,1,0,0,0,1,1,26.666666666666668
13067,3,34.05,2000,2,0,0,0,0,1,1,53.333333333333336
37067,3,1,770,3,1,0,0,1,1,1,30
12031,3,21.6,2000,2,0,0,0,0,1,1,26.666666666666668
47037,2,24.3,1400,2,0.5,0,1,0,1,1,85
06059,4,19,2400,2,1,1,0,0,1,1,12.5
42000,5,6.5,1100,2,0,0,0,0,1,1,12
25000,1,10,1000,1,0,0,0,0,1,1,60
06095,2,10.16,1600,1,0.5,1,0,0,1,1,10
12103,4,5.1,900,1,0,1,0,1,1,1,7.5
16019,6,7.2,1500,5,0,0,1,0,1,1,4
12101,2,4.8,1500,2,0,0,0,0,1,1,15
48439,1,4.4,850,1,0,1,1,0,1,1,90
39049,3,8.845,1200,3,0.3333333333333333,1,1,0,1,1,14
06073,5,25,4400,2,0,0,1,0,1,1,10
04027,5,4.32,560,4,0,0,1,1,0,1,4
34021,3,14,2700,2,0,0,0,0,1,1,13.333333333333334
17031,2,3.95,830,1,1,1,1,0,1,1,10
47000,1,3.2,600,1,0,1,0,0,1,1,40
25000,8,6.16,1800,3,0,0,0,0,1,1,3.75
06037,3,54.9,3500,2,0,1,0,0,1,1,20
47149,2,4.5,680,3,0,1,0,0,1,1,15
47000,4,25.39,1300,3,0,0,0,0,1,1,10
08000,2,11.68,1200,2,0,0,0,0,1,1,15
38000,2,11.9,1400,2,0,1,1,0,1,1,15
51000,2,6.5,800,2,0,0,0,0,1,1,10
36000,1,0.1,540,2,0,0,0,0,1,1,100
06019,7,9.03,1100,3,0,0,1,1,1,1,12.285714285714286
06055,3,16.73,3000,1,0,0,0,0,1,1,100
12011,2,5.2,330,2,0,0,0,0,1,1,60
06077,5,2.81,1100,3,1,1,0,1,1,1,12
34021,6,2.12,520,6,0,1,1,0,0,1,10
36005,1,1.25,970,0,1,1,0,1,0,0,90
01000,3,9.4,590,4,0,0,1,0,1,1,100
36087,1,8,1100,1,1,1,0,0,1,1,180
12033,4,8.53,1300,3,1,0,1,0,1,1,32.5
40017,1,3,690,3,0,0,0,0,1,1,30
13139,1,6.5,1000,1,0,0,0,0,1,1,60
33000,1,7,880,1,0,1,1,0,1,1,60
28047,2,9.9,900,3,1,0,0,0,1,1,23
34039,1,12,2100,1,0,0,0,0,1,1,150
48141,4,15,850,3,0,0,0,0,1,1,15
51000,3,20.929,2600,2,1,0,0,0,1,1,83.33333333333333
32003,3,7.539,2500,2,0,0,0,0,1,1,14.666666666666666
06111,1,6,2000,1,0,1,0,0,1,1,10
06001,1,26.5,1200,1,1,0,0,0,1,1,120
21111,3,0.8,400,0,1,1,0,0,1,1,13.333333333333334
06085,3,12.56,810,3,0,0,0,0,1,1,26.666666666666668
17031,1,5.6,950,1,1,1,0,0,1,1,30
12103,2,8,600,2,0,0,0,0,1,1,27
24031,4,5.2,1100,1,1,1,0,0,1,1,40
36047,4,30.3,3100,1,0,0,0,0,1,1,15
23019,2,6.944,250,2,0,0,0,0,0,1,20
48439,4,22.3,1500,2,0,0,0,0,1,1,37.5
27000,2,4.2,1300,0,1,1,1,0,1,1,20
53033,5,8.01,2900,2,0,1,1,0,1,1,24
55000,3,5.98,700,2,0,0,0,0,1,1,6.666666666666667
28033,3,6.6,970,2,1,1,1,0,1,1,16.666666666666668
45000,4,15.2,3900,4,0,0,0,0,1,1,22.5
17031,2,6.7,1000,2,0.5,1,1,0,1,1,30
36000,3,7,740,2,0,0,0,0,1,1,16.666666666666668
36061,3,10.31,970,0,1,1,0,0,1,1,60
26093,3,14,760,3,0,0,0,0,1,1,33.333333333333336
12031,3,10.82,900,3,0,1,1,0,0,1,37.333333333333336
42051,2,5.65,500,2,0,0,0,1,1,1,110
39061,2,18.3,1600,2,0,0,0,0,1,1,30
53000,2,11.62,1600,2,0,0,0,0,0,1,45
17031,2,8,2300,1,0,0,1,0,1,1,105
36081,1,9.5,1700,0,1,1,0,0,1,1,30
05000,7,6.2,750,1,0,1,1,1,1,0,18.571428571428573
47037,3,12.6,660,3,0,1,1,0,1,1,20
49035,6,4.74,730,1,0,1,0,0,1,1,6
28033,4,15.4,1200,3,0.75,0,0,0,1,1,20
48381,5,9.3,550,2,0,0,0,0,1,1,14
26000,7,6.081,1200,2,0,1,1,1,1,1,34.285714285714285
37051,2,7.04,1700,3,0,0,0,0,1,1,7
21000,1,4.5,560,1,1,1,0,0,1,1,30
55000,3,5,350,2,0,1,0,0,1,1,6.666666666666667
06059,3,1.06,930,1,1,1,0,1,1,1,2.6666666666666665
15003,1,11,2200,1,0,0,0,0,1,1,20
13000,2,21,2600,2,0,0,1,0,1,1,35
12011,1,7.907,2000,2,0,1,0,0,1,1,90
26000,4,12.433,1300,3,0,0,0,0,1,1,38.5
36061,2,28,3700,0,1,1,0,0,1,1,20
48491,3,36.85,680,2,0,0,1,0,1,1,50
53033,4,6.6,1900,4,0.5,1,1,0,1,1,36
06085,3,26.3,2000,2,1,0,0,0,1,1,33.333333333333336
24027,3,20.1,1300,3,0,0,0,0,1,1,53.333333333333336
26099,3,8.22,1300,2,0,0,0,0,1,1,26.666666666666668
29000,3,2.2,710,1,0.3333333333333333,1,0,0,1,1,13.333333333333334
34015,2,10.5,2000,2,0,0,1,0,1,1,120
25000,5,14.75,6200,3,0,0,1,0,1,1,32.8
34003,4,20.77,1100,2,1,0,0,0,1,1,45
34013,1,15.013,20,1,0,1,0,0,1,1,90
38000,4,4.41,1500,2,0,0,0,0,1,1,37.5
39000,4,11.57,1000,2,0,0,0,0,1,1,13.5
18157,2,5.7,700,2,0,1,1,0,1,1,30
08000,2,4.84,1300,2,0.5,0,0,1,1,1,10
39000,1,10.8,290,1,0,0,0,0,0,1,30
37101,1,4.5,1000,1,0,1,1,0,1,1,90
39169,3,5,830,3,0,0,1,0,1,1,30
36059,2,40,750,3,0,0,0,0,1,1,20
13000,3,3.2,340,1,1,1,0,0,1,0,26.666666666666668
16000,4,21.94,1300,3,0,0,0,0,1,1,27.5
48355,5,4.22,650,2,0,1,0,0,1,1,12
26115,2,13,400,2,0,0,0,0,0,1,50
39035,3,4.9,1100,1,0,0,1,0,1,1,13.333333333333334
06065,5,15.5,2500,3,0.8,0,0,0,1,1,42
06001,3,12.44,1400,2,0,0,0,0,1,1,20
42003,1,11.8,680,2,0,0,0,0,1,1,80
42000,2,13,1100,3,0,0,0,0,1,1,50
36005,2,6,800,0,1,1,0,0,1,1,45
48453,1,5.6,1300,1,1,1,1,0,1,1,30
51087,4,15.25,1300,4,0,0,0,0,1,1,17.5
37081,1,2,680,0,1,1,0,0,1,1,40
06019,4,5.2,1500,3,1,0,0,0,1,1,10
22000,4,13.5,1300,3,0,0,0,0,1,1,20
04013,2,1.3,600,1,1,1,0,0,1,1,90
12000,2,5.38,1800,0,0,1,0,0,1,1,25
10003,3,6,930,1,0,1,0,0,1,1,13.333333333333334
08000,5,9.3,1200,3,0,0,0,0,1,1,42
42101,4,8.64,160,2,0,0,0,1,1,1,27.5
39000,4,10,900,2,0,0,0,0,1,1,47
41029,1,4.56,500,2,0,0,0,0,1,1,50
27037,3,8.5,2100,3,0,1,0,0,1,1,26.666666666666668
53033,2,7.1,1400,2,0,0,0,0,1,1,30
06067,3,17.4,1500,3,0.6666666666666666,0,0,0,1,1,26.666666666666668
18003,2,4.43,600,1,0,0,0,0,1,1,10
06037,2,7.12,2200,2,0,0,0,0,1,1,5
37183,2,19.85,730,2,0,0,0,0,0,1,40
42000,2,10.84,1600,2,0.5,0,0,0,1,1,55
48029,2,25,5100,2,0,0,0,0,1,1,15
48491,2,15.9,1300,2,0,0,1,0,1,1,35
36103,2,7.1,2600,3,0,0,0,0,1,1,75
06059,2,10.2,1900,1,0,0,0,0,1,1,45
06075,2,21.5,3400,1,0,1,1,0,1,1,50
28047,2,4.11,840,1,0,0,1,0,1,1,45
36091,4,14.8,1300,3,0,0,0,0,1,1,12.5
37063,2,2.86,500,1,0,1,1,0,1,1,60
48113,2,10.5,1200,2,0,0,0,0,1,1,45
18105,4,5.6,1300,2,0,0,0,0,1,1,4.5
55101,4,17.4,600,3,0,0,0,0,1,1,27.5
37051,2,2.02,460,1,1,1,0,0,1,1,17
22005,2,42.2,2000,2,0,0,0,0,1,1,84
12000,1,24.1,2000,2,0,0,0,0,1,1,300
02000,3,8.23,2500,4,0.3333333333333333,0,0,0,1,1,6
55000,2,2.9,800,2,0,0,0,0,0,1,5
12105,3,3.644,1100,2,0,0,1,0,1,1,100
45091,2,4.49,700,1,0,1,0,0,1,1,40
28000,1,2.6,730,1,0,0,0,0,1,1,40
29000,3,10.355,650,3,0,0,0,0,1,1,38
48453,3,3.91,810,1,0,1,0,0,1,1,13.333333333333334
06067,4,25.92,1200,1,0,1,0,0,1,1,15
48309,4,11.6,1400,2,0.25,0,0,0,1,1,14
24005,1,5.5,1000,1,0,0,0,0,1,1,70
29000,3,4.21,460,3,0,0,0,0,1,1,16.666666666666668
09009,3,10.73,1300,3,0,0,0,0,1,1,46.666666666666664
12113,2,8.4,1100,2,0,0,0,0,1,1,30
